"Run","LTE","Cultivar","Trt","Date","Sample"
"211222AF",-27.3,"PP","field",2021-12-22,"AF"
"211222AF",-27.4,"FR","field",2021-12-22,"AF"
"211222AF",-27.6,"BR","field",2021-12-22,"AF"
"211222AF",-27.6,"FR","field",2021-12-22,"AF"
"211222AF",-27.7,"BR","field",2021-12-22,"AF"
"211222AF",-27.8,"LC","field",2021-12-22,"AF"
"211222AF",-27.8,"BR","field",2021-12-22,"AF"
"211222AF",-27.8,"PP","field",2021-12-22,"AF"
"211222AF",-27.9,"MQ","field",2021-12-22,"AF"
"211222AF",-27.9,"FR","field",2021-12-22,"AF"
"211222AF",-28,"MQ","field",2021-12-22,"AF"
"211222AF",-28,"LC","field",2021-12-22,"AF"
"211222AF",-28.1,"MQ","field",2021-12-22,"AF"
"211222AF",-28.1,"BR","field",2021-12-22,"AF"
"211222AF",-28.1,"FR","field",2021-12-22,"AF"
"211222AF",-28.2,"BR","field",2021-12-22,"AF"
"211222AF",-28.2,"LC","field",2021-12-22,"AF"
"211222AF",-28.2,"PP","field",2021-12-22,"AF"
"211222AF",-28.3,"FR","field",2021-12-22,"AF"
"211222AF",-28.4,"LC","field",2021-12-22,"AF"
"211222AF",-28.4,"MQ","field",2021-12-22,"AF"
"211222AF",-28.6,"BR","field",2021-12-22,"AF"
"211222AF",-28.6,"LC","field",2021-12-22,"AF"
"211222AF",-28.7,"BR","field",2021-12-22,"AF"
"211222AF",-28.7,"MQ","field",2021-12-22,"AF"
"211222AF",-28.7,"MQ","field",2021-12-22,"AF"
"211222AF",-28.7,"FR","field",2021-12-22,"AF"
"211222AF",-28.8,"BR","field",2021-12-22,"AF"
"211222AF",-28.8,"PP","field",2021-12-22,"AF"
"211222AF",-28.9,"LC","field",2021-12-22,"AF"
"211222AF",-28.9,"FR","field",2021-12-22,"AF"
"211222AF",-29,"LC","field",2021-12-22,"AF"
"211222AF",-29,"MQ","field",2021-12-22,"AF"
"211222AF",-29,"LC","field",2021-12-22,"AF"
"211222AF",-29,"FR","field",2021-12-22,"AF"
"211222AF",-29,"PP","field",2021-12-22,"AF"
"211222AF",-29.1,"LC","field",2021-12-22,"AF"
"211222AF",-29.1,"MQ","field",2021-12-22,"AF"
"211222AF",-29.1,"FR","field",2021-12-22,"AF"
"211222AF",-29.2,"LC","field",2021-12-22,"AF"
"211222AF",-29.3,"MQ","field",2021-12-22,"AF"
"211222AF",-29.3,"PP","field",2021-12-22,"AF"
"211222AF",-29.5,"LC","field",2021-12-22,"AF"
"211222AF",-29.5,"BR","field",2021-12-22,"AF"
"211222AF",-29.5,"FR","field",2021-12-22,"AF"
"211222AF",-29.6,"FR","field",2021-12-22,"AF"
"211222AF",-29.7,"BR","field",2021-12-22,"AF"
"211222AF",-29.8,"LC","field",2021-12-22,"AF"
"211222AF",-29.8,"LC","field",2021-12-22,"AF"
"211222AF",-29.8,"FR","field",2021-12-22,"AF"
"211222AF",-29.8,"FR","field",2021-12-22,"AF"
"211222AF",-29.9,"BR","field",2021-12-22,"AF"
"211222AF",-29.9,"LC","field",2021-12-22,"AF"
"211222AF",-29.9,"MQ","field",2021-12-22,"AF"
"211222AF",-29.9,"FR","field",2021-12-22,"AF"
"211222AF",-30.1,"LC","field",2021-12-22,"AF"
"211222AF",-30.6,"MQ","field",2021-12-22,"AF"
"211222AF",-30.8,"BR","field",2021-12-22,"AF"
"211222AF",-12.9,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-14.4,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-14.5,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-14.6,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-15.5,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-15.7,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-15.8,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-15.9,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-17,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-17.1,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-17.3,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-17.5,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-17.8,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-18.2,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-18.6,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-18.6,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-18.7,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-18.9,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-19.6,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-19.6,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-19.7,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-19.7,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-20,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-20.2,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-20.4,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-20.4,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-20.4,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-20.4,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-20.5,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-20.5,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-20.5,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-20.6,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-20.6,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-20.8,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-20.8,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-20.9,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-21,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-21.1,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-21.2,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-21.2,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-21.3,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-21.4,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-21.5,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-21.6,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-21.8,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-22,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-22,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-22.1,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-22.3,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-22.3,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-22.4,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-22.6,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-22.7,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-22.8,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-22.9,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-23,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-23,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-23,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-23.2,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-23.3,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-23.3,"MQ","fluctuating",2021-12-22,"AF"
"211222AF",-23.6,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-23.8,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-23.9,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-23.9,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-24,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-24.1,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-24.1,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-24.5,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-24.5,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-24.6,"PP","fluctuating",2021-12-22,"AF"
"211222AF",-24.6,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-24.9,"LC","fluctuating",2021-12-22,"AF"
"211222AF",-25,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-25.1,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-25.6,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-25.7,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-26,"BR","fluctuating",2021-12-22,"AF"
"211222AF",-26.4,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-26.6,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-27.4,"FR","fluctuating",2021-12-22,"AF"
"211222AF",-27.4,"FR","fluctuating",2021-12-22,"AF"
"220119AG",-23.9,"MQ","field",2022-01-19,"AG"
"220119AG",-24.7,"MQ","field",2022-01-19,"AG"
"220119AG",-25.1,"PP","field",2022-01-19,"AG"
"220119AG",-25.4,"PP","field",2022-01-19,"AG"
"220119AG",-25.5,"PP","field",2022-01-19,"AG"
"220119AG",-25.5,"BR","field",2022-01-19,"AG"
"220119AG",-25.6,"MQ","field",2022-01-19,"AG"
"220119AG",-26.3,"LC","field",2022-01-19,"AG"
"220119AG",-26.6,"PP","field",2022-01-19,"AG"
"220119AG",-26.6,"MQ","field",2022-01-19,"AG"
"220119AG",-26.8,"FR","field",2022-01-19,"AG"
"220119AG",-27.2,"LC","field",2022-01-19,"AG"
"220119AG",-27.2,"MQ","field",2022-01-19,"AG"
"220119AG",-27.3,"PP","field",2022-01-19,"AG"
"220119AG",-27.3,"LC","field",2022-01-19,"AG"
"220119AG",-27.4,"PP","field",2022-01-19,"AG"
"220119AG",-27.7,"PP","field",2022-01-19,"AG"
"220119AG",-27.7,"FR","field",2022-01-19,"AG"
"220119AG",-27.8,"BR","field",2022-01-19,"AG"
"220119AG",-27.8,"LC","field",2022-01-19,"AG"
"220119AG",-27.8,"LC","field",2022-01-19,"AG"
"220119AG",-27.9,"MQ","field",2022-01-19,"AG"
"220119AG",-27.9,"FR","field",2022-01-19,"AG"
"220119AG",-27.9,"FR","field",2022-01-19,"AG"
"220119AG",-27.9,"LC","field",2022-01-19,"AG"
"220119AG",-28,"PP","field",2022-01-19,"AG"
"220119AG",-28.1,"PP","field",2022-01-19,"AG"
"220119AG",-28.1,"LC","field",2022-01-19,"AG"
"220119AG",-28.1,"MQ","field",2022-01-19,"AG"
"220119AG",-28.2,"BR","field",2022-01-19,"AG"
"220119AG",-28.3,"MQ","field",2022-01-19,"AG"
"220119AG",-28.3,"FR","field",2022-01-19,"AG"
"220119AG",-28.3,"PP","field",2022-01-19,"AG"
"220119AG",-28.5,"PP","field",2022-01-19,"AG"
"220119AG",-28.7,"LC","field",2022-01-19,"AG"
"220119AG",-28.7,"MQ","field",2022-01-19,"AG"
"220119AG",-28.8,"MQ","field",2022-01-19,"AG"
"220119AG",-28.8,"LC","field",2022-01-19,"AG"
"220119AG",-28.8,"BR","field",2022-01-19,"AG"
"220119AG",-28.9,"PP","field",2022-01-19,"AG"
"220119AG",-29,"MQ","field",2022-01-19,"AG"
"220119AG",-29,"LC","field",2022-01-19,"AG"
"220119AG",-29.1,"MQ","field",2022-01-19,"AG"
"220119AG",-29.1,"BR","field",2022-01-19,"AG"
"220119AG",-29.3,"FR","field",2022-01-19,"AG"
"220119AG",-29.4,"MQ","field",2022-01-19,"AG"
"220119AG",-29.5,"MQ","field",2022-01-19,"AG"
"220119AG",-29.5,"PP","field",2022-01-19,"AG"
"220119AG",-29.5,"BR","field",2022-01-19,"AG"
"220119AG",-29.6,"MQ","field",2022-01-19,"AG"
"220119AG",-29.6,"FR","field",2022-01-19,"AG"
"220119AG",-29.6,"BR","field",2022-01-19,"AG"
"220119AG",-29.6,"BR","field",2022-01-19,"AG"
"220119AG",-29.8,"FR","field",2022-01-19,"AG"
"220119AG",-29.9,"PP","field",2022-01-19,"AG"
"220119AG",-30,"BR","field",2022-01-19,"AG"
"220119AG",-30.1,"FR","field",2022-01-19,"AG"
"220119AG",-30.1,"FR","field",2022-01-19,"AG"
"220119AG",-30.6,"FR","field",2022-01-19,"AG"
"220119AG",-30.6,"BR","field",2022-01-19,"AG"
"220119AG",-31.4,"BR","field",2022-01-19,"AG"
"220215AH",-26.5,"BR","field",2022-02-15,"AH"
"220215AH",-28.7,"BR","field",2022-02-15,"AH"
"220215AH",-28.9,"MQ","field",2022-02-15,"AH"
"220215AH",-28.9,"PP","field",2022-02-15,"AH"
"220215AH",-29.1,"BR","field",2022-02-15,"AH"
"220215AH",-29.2,"MQ","field",2022-02-15,"AH"
"220215AH",-29.3,"PP","field",2022-02-15,"AH"
"220215AH",-29.5,"BR","field",2022-02-15,"AH"
"220215AH",-29.9,"MQ","field",2022-02-15,"AH"
"220215AH",-29.9,"PP","field",2022-02-15,"AH"
"220215AH",-30,"BR","field",2022-02-15,"AH"
"220215AH",-30.2,"PP","field",2022-02-15,"AH"
"220215AH",-30.4,"FR","field",2022-02-15,"AH"
"220215AH",-30.5,"MQ","field",2022-02-15,"AH"
"220215AH",-30.5,"MQ","field",2022-02-15,"AH"
"220215AH",-30.5,"BR","field",2022-02-15,"AH"
"220215AH",-30.5,"PP","field",2022-02-15,"AH"
"220215AH",-30.5,"BR","field",2022-02-15,"AH"
"220215AH",-30.6,"FR","field",2022-02-15,"AH"
"220215AH",-30.6,"PP","field",2022-02-15,"AH"
"220215AH",-30.8,"FR","field",2022-02-15,"AH"
"220215AH",-30.8,"BR","field",2022-02-15,"AH"
"220215AH",-30.8,"FR","field",2022-02-15,"AH"
"220215AH",-30.9,"BR","field",2022-02-15,"AH"
"220215AH",-31,"MQ","field",2022-02-15,"AH"
"220215AH",-31,"MQ","field",2022-02-15,"AH"
"220215AH",-31.1,"MQ","field",2022-02-15,"AH"
"220215AH",-31.1,"BR","field",2022-02-15,"AH"
"220215AH",-31.1,"PP","field",2022-02-15,"AH"
"220215AH",-31.1,"PP","field",2022-02-15,"AH"
"220215AH",-31.2,"PP","field",2022-02-15,"AH"
"220215AH",-31.2,"PP","field",2022-02-15,"AH"
"220215AH",-31.3,"MQ","field",2022-02-15,"AH"
"220215AH",-31.3,"BR","field",2022-02-15,"AH"
"220215AH",-31.4,"MQ","field",2022-02-15,"AH"
"220215AH",-31.4,"LC","field",2022-02-15,"AH"
"220215AH",-31.4,"LC","field",2022-02-15,"AH"
"220215AH",-31.4,"BR","field",2022-02-15,"AH"
"220215AH",-31.5,"MQ","field",2022-02-15,"AH"
"220215AH",-31.5,"PP","field",2022-02-15,"AH"
"220215AH",-31.6,"MQ","field",2022-02-15,"AH"
"220215AH",-31.6,"MQ","field",2022-02-15,"AH"
"220215AH",-31.6,"MQ","field",2022-02-15,"AH"
"220215AH",-31.6,"PP","field",2022-02-15,"AH"
"220215AH",-31.6,"FR","field",2022-02-15,"AH"
"220215AH",-31.8,"LC","field",2022-02-15,"AH"
"220215AH",-31.8,"LC","field",2022-02-15,"AH"
"220215AH",-31.8,"LC","field",2022-02-15,"AH"
"220215AH",-31.8,"PP","field",2022-02-15,"AH"
"220215AH",-31.8,"PP","field",2022-02-15,"AH"
"220215AH",-31.9,"MQ","field",2022-02-15,"AH"
"220215AH",-31.9,"LC","field",2022-02-15,"AH"
"220215AH",-32,"BR","field",2022-02-15,"AH"
"220215AH",-32.2,"LC","field",2022-02-15,"AH"
"220215AH",-32.4,"FR","field",2022-02-15,"AH"
"220215AH",-32.4,"LC","field",2022-02-15,"AH"
"220215AH",-32.4,"PP","field",2022-02-15,"AH"
"220215AH",-32.4,"FR","field",2022-02-15,"AH"
"220215AH",-32.7,"LC","field",2022-02-15,"AH"
"220215AH",-32.8,"FR","field",2022-02-15,"AH"
"220215AH",-32.9,"BR","field",2022-02-15,"AH"
"220215AH",-33,"FR","field",2022-02-15,"AH"
"220215AH",-33.2,"FR","field",2022-02-15,"AH"
"220215AH",-33.4,"LC","field",2022-02-15,"AH"
"220215AH",-33.6,"LC","field",2022-02-15,"AH"
"220215AH",-33.6,"LC","field",2022-02-15,"AH"
"220215AH",-33.6,"FR","field",2022-02-15,"AH"
"220215AH",-33.9,"FR","field",2022-02-15,"AH"
"220215AH",-34.2,"FR","field",2022-02-15,"AH"
"220215AH",-34.2,"LC","field",2022-02-15,"AH"
"220215AH",-34.9,"FR","field",2022-02-15,"AH"
"220215AH",-35.2,"FR","field",2022-02-15,"AH"
"220309AI",-21.7,"BR","field",2022-03-09,"AI"
"220309AI",-22.3,"MQ","field",2022-03-09,"AI"
"220309AI",-23.8,"BR","field",2022-03-09,"AI"
"220309AI",-24.1,"LC","field",2022-03-09,"AI"
"220309AI",-24.9,"BR","field",2022-03-09,"AI"
"220309AI",-25,"BR","field",2022-03-09,"AI"
"220309AI",-25.1,"BR","field",2022-03-09,"AI"
"220309AI",-25.2,"MQ","field",2022-03-09,"AI"
"220309AI",-25.3,"LC","field",2022-03-09,"AI"
"220309AI",-25.3,"PP","field",2022-03-09,"AI"
"220309AI",-25.7,"PP","field",2022-03-09,"AI"
"220309AI",-26,"MQ","field",2022-03-09,"AI"
"220309AI",-26.1,"BR","field",2022-03-09,"AI"
"220309AI",-26.1,"PP","field",2022-03-09,"AI"
"220309AI",-26.1,"PP","field",2022-03-09,"AI"
"220309AI",-26.2,"PP","field",2022-03-09,"AI"
"220309AI",-26.3,"MQ","field",2022-03-09,"AI"
"220309AI",-26.4,"FR","field",2022-03-09,"AI"
"220309AI",-26.4,"BR","field",2022-03-09,"AI"
"220309AI",-26.6,"MQ","field",2022-03-09,"AI"
"220309AI",-26.6,"PP","field",2022-03-09,"AI"
"220309AI",-26.7,"PP","field",2022-03-09,"AI"
"220309AI",-26.8,"BR","field",2022-03-09,"AI"
"220309AI",-26.8,"LC","field",2022-03-09,"AI"
"220309AI",-26.8,"PP","field",2022-03-09,"AI"
"220309AI",-26.8,"BR","field",2022-03-09,"AI"
"220309AI",-27.1,"MQ","field",2022-03-09,"AI"
"220309AI",-27.1,"PP","field",2022-03-09,"AI"
"220309AI",-27.1,"MQ","field",2022-03-09,"AI"
"220309AI",-27.1,"MQ","field",2022-03-09,"AI"
"220309AI",-27.2,"LC","field",2022-03-09,"AI"
"220309AI",-27.3,"MQ","field",2022-03-09,"AI"
"220309AI",-27.3,"BR","field",2022-03-09,"AI"
"220309AI",-27.3,"PP","field",2022-03-09,"AI"
"220309AI",-27.4,"PP","field",2022-03-09,"AI"
"220309AI",-27.5,"PP","field",2022-03-09,"AI"
"220309AI",-27.6,"FR","field",2022-03-09,"AI"
"220309AI",-27.8,"BR","field",2022-03-09,"AI"
"220309AI",-27.8,"PP","field",2022-03-09,"AI"
"220309AI",-27.8,"LC","field",2022-03-09,"AI"
"220309AI",-27.8,"MQ","field",2022-03-09,"AI"
"220309AI",-27.9,"FR","field",2022-03-09,"AI"
"220309AI",-27.9,"LC","field",2022-03-09,"AI"
"220309AI",-27.9,"LC","field",2022-03-09,"AI"
"220309AI",-27.9,"MQ","field",2022-03-09,"AI"
"220309AI",-28,"MQ","field",2022-03-09,"AI"
"220309AI",-28.1,"FR","field",2022-03-09,"AI"
"220309AI",-28.1,"PP","field",2022-03-09,"AI"
"220309AI",-28.2,"BR","field",2022-03-09,"AI"
"220309AI",-28.2,"BR","field",2022-03-09,"AI"
"220309AI",-28.2,"MQ","field",2022-03-09,"AI"
"220309AI",-28.3,"LC","field",2022-03-09,"AI"
"220309AI",-28.4,"PP","field",2022-03-09,"AI"
"220309AI",-28.5,"LC","field",2022-03-09,"AI"
"220309AI",-28.5,"FR","field",2022-03-09,"AI"
"220309AI",-28.5,"PP","field",2022-03-09,"AI"
"220309AI",-28.6,"MQ","field",2022-03-09,"AI"
"220309AI",-28.7,"BR","field",2022-03-09,"AI"
"220309AI",-28.8,"LC","field",2022-03-09,"AI"
"220309AI",-28.8,"LC","field",2022-03-09,"AI"
"220309AI",-28.8,"FR","field",2022-03-09,"AI"
"220309AI",-29,"FR","field",2022-03-09,"AI"
"220309AI",-29.1,"MQ","field",2022-03-09,"AI"
"220309AI",-29.1,"LC","field",2022-03-09,"AI"
"220309AI",-29.2,"LC","field",2022-03-09,"AI"
"220309AI",-29.2,"LC","field",2022-03-09,"AI"
"220309AI",-29.4,"BR","field",2022-03-09,"AI"
"220309AI",-29.4,"MQ","field",2022-03-09,"AI"
"220309AI",-29.5,"BR","field",2022-03-09,"AI"
"220309AI",-29.6,"FR","field",2022-03-09,"AI"
"220309AI",-29.7,"FR","field",2022-03-09,"AI"
"220309AI",-29.7,"FR","field",2022-03-09,"AI"
"220309AI",-29.9,"FR","field",2022-03-09,"AI"
"220309AI",-30,"LC","field",2022-03-09,"AI"
"220309AI",-30.2,"FR","field",2022-03-09,"AI"
"220309AI",-30.3,"LC","field",2022-03-09,"AI"
"220309AI",-30.9,"FR","field",2022-03-09,"AI"
"220309AI",-31.3,"FR","field",2022-03-09,"AI"
"220309AI",-31.3,"FR","field",2022-03-09,"AI"
"220309AI",-31.5,"MQ","field",2022-03-09,"AI"
"220119AG",-16.5,"LC","flu-con",2022-01-19,"AG"
"220119AG",-17.5,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-17.6,"LC","flu-con",2022-01-19,"AG"
"220119AG",-18,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-18.1,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-18.4,"BR","flu-con",2022-01-19,"AG"
"220119AG",-18.5,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-18.8,"LC","flu-con",2022-01-19,"AG"
"220119AG",-18.8,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-18.8,"FR","flu-con",2022-01-19,"AG"
"220119AG",-18.9,"BR","flu-con",2022-01-19,"AG"
"220119AG",-19.2,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-19.2,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-19.5,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-19.6,"PP","flu-con",2022-01-19,"AG"
"220119AG",-19.6,"BR","flu-con",2022-01-19,"AG"
"220119AG",-19.7,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-19.7,"LC","flu-con",2022-01-19,"AG"
"220119AG",-19.8,"LC","flu-con",2022-01-19,"AG"
"220119AG",-19.9,"BR","flu-con",2022-01-19,"AG"
"220119AG",-20,"PP","flu-con",2022-01-19,"AG"
"220119AG",-20,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-20.1,"LC","flu-con",2022-01-19,"AG"
"220119AG",-20.1,"LC","flu-con",2022-01-19,"AG"
"220119AG",-20.1,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-20.2,"BR","flu-con",2022-01-19,"AG"
"220119AG",-20.4,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-20.5,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-20.5,"BR","flu-con",2022-01-19,"AG"
"220119AG",-20.5,"LC","flu-con",2022-01-19,"AG"
"220119AG",-20.7,"MQ","flu-con",2022-01-19,"AG"
"220119AG",-20.7,"LC","flu-con",2022-01-19,"AG"
"220119AG",-21,"BR","flu-con",2022-01-19,"AG"
"220119AG",-21,"PP","flu-con",2022-01-19,"AG"
"220119AG",-21,"PP","flu-con",2022-01-19,"AG"
"220119AG",-21.1,"PP","flu-con",2022-01-19,"AG"
"220119AG",-21.1,"BR","flu-con",2022-01-19,"AG"
"220119AG",-21.2,"PP","flu-con",2022-01-19,"AG"
"220119AG",-21.2,"LC","flu-con",2022-01-19,"AG"
"220119AG",-21.3,"BR","flu-con",2022-01-19,"AG"
"220119AG",-21.4,"FR","flu-con",2022-01-19,"AG"
"220119AG",-21.5,"BR","flu-con",2022-01-19,"AG"
"220119AG",-21.6,"LC","flu-con",2022-01-19,"AG"
"220119AG",-21.7,"BR","flu-con",2022-01-19,"AG"
"220119AG",-21.7,"FR","flu-con",2022-01-19,"AG"
"220119AG",-21.8,"BR","flu-con",2022-01-19,"AG"
"220119AG",-21.8,"PP","flu-con",2022-01-19,"AG"
"220119AG",-21.9,"FR","flu-con",2022-01-19,"AG"
"220119AG",-22.1,"FR","flu-con",2022-01-19,"AG"
"220119AG",-22.2,"PP","flu-con",2022-01-19,"AG"
"220119AG",-22.2,"BR","flu-con",2022-01-19,"AG"
"220119AG",-22.4,"BR","flu-con",2022-01-19,"AG"
"220119AG",-22.4,"PP","flu-con",2022-01-19,"AG"
"220119AG",-22.5,"PP","flu-con",2022-01-19,"AG"
"220119AG",-22.7,"PP","flu-con",2022-01-19,"AG"
"220119AG",-22.8,"PP","flu-con",2022-01-19,"AG"
"220119AG",-22.9,"FR","flu-con",2022-01-19,"AG"
"220119AG",-23.1,"LC","flu-con",2022-01-19,"AG"
"220119AG",-23.1,"PP","flu-con",2022-01-19,"AG"
"220119AG",-23.1,"FR","flu-con",2022-01-19,"AG"
"220119AG",-23.2,"BR","flu-con",2022-01-19,"AG"
"220119AG",-23.2,"FR","flu-con",2022-01-19,"AG"
"220119AG",-23.2,"FR","flu-con",2022-01-19,"AG"
"220119AG",-23.3,"PP","flu-con",2022-01-19,"AG"
"220119AG",-23.6,"LC","flu-con",2022-01-19,"AG"
"220119AG",-23.7,"PP","flu-con",2022-01-19,"AG"
"220119AG",-23.7,"FR","flu-con",2022-01-19,"AG"
"220119AG",-23.9,"FR","flu-con",2022-01-19,"AG"
"220119AG",-24,"FR","flu-con",2022-01-19,"AG"
"220119AG",-24.6,"LC","flu-con",2022-01-19,"AG"
"220119AG",-24.8,"BR","flu-con",2022-01-19,"AG"
"220119AG",-25,"LC","flu-con",2022-01-19,"AG"
"220119AG",-13.2,"LC","con-flu",2022-01-19,"AG"
"220119AG",-14.4,"PP","con-flu",2022-01-19,"AG"
"220119AG",-16,"PP","con-flu",2022-01-19,"AG"
"220119AG",-16.5,"LC","con-flu",2022-01-19,"AG"
"220119AG",-17.3,"BR","con-flu",2022-01-19,"AG"
"220119AG",-17.5,"LC","con-flu",2022-01-19,"AG"
"220119AG",-18.4,"LC","con-flu",2022-01-19,"AG"
"220119AG",-18.5,"BR","con-flu",2022-01-19,"AG"
"220119AG",-18.8,"BR","con-flu",2022-01-19,"AG"
"220119AG",-18.8,"BR","con-flu",2022-01-19,"AG"
"220119AG",-18.9,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-19,"PP","con-flu",2022-01-19,"AG"
"220119AG",-19.2,"LC","con-flu",2022-01-19,"AG"
"220119AG",-19.3,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-19.3,"BR","con-flu",2022-01-19,"AG"
"220119AG",-19.4,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-19.4,"LC","con-flu",2022-01-19,"AG"
"220119AG",-19.5,"BR","con-flu",2022-01-19,"AG"
"220119AG",-19.5,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-19.7,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-19.7,"PP","con-flu",2022-01-19,"AG"
"220119AG",-19.9,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-20.1,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-20.1,"LC","con-flu",2022-01-19,"AG"
"220119AG",-20.1,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-20.2,"LC","con-flu",2022-01-19,"AG"
"220119AG",-20.4,"PP","con-flu",2022-01-19,"AG"
"220119AG",-20.5,"BR","con-flu",2022-01-19,"AG"
"220119AG",-20.5,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-20.5,"MQ","con-flu",2022-01-19,"AG"
"220119AG",-20.5,"BR","con-flu",2022-01-19,"AG"
"220119AG",-20.7,"LC","con-flu",2022-01-19,"AG"
"220119AG",-20.8,"BR","con-flu",2022-01-19,"AG"
"220119AG",-20.9,"PP","con-flu",2022-01-19,"AG"
